root_id,message,gold_intent,trivial_pred,simple_pred,llm_pred,llm_confidence,gold_escalate,pred_escalate,pred_escalate_reason
2913845,@115888    My Spotify on my phone or laptop won’t load or anything,technical_bug,other,technical_bug,technical_bug,0.98,True,True,Escalate: 'technical_bug' is a sensitive intent (technical bug/account/billing/cancellation).
2762986,Why do I pay $10 a month for @115888 when it cuts out for 2 seconds like 20 times a song lol 🙃🙃,technical_bug,other,content_catalog,technical_bug,0.95,True,True,Escalate: 'technical_bug' is a sensitive intent (technical bug/account/billing/cancellation).
2239723,"@SpotifyCares Won't take my payment, very annoying.  Need help deadline is today",billing_subscription,other,billing_subscription,billing_subscription,0.95,True,True,Escalate: 'billing_subscription' is a sensitive intent (technical bug/account/billing/cancellation).
1197665,@SpotifyCares explain to me why a CANADIAN band's album isn't available to a CANADIAN on Spotify??!,content_catalog,other,content_catalog,content_catalog,1.0,False,False,"Auto-handle: 'content_catalog' with confidence 1.00, no risk signals."
1786432,@115888 I sometimes get the feeling that your shuffle algorithm is flawed??? Or better yet is it truly random or based off listening habit?,feature_complaint,other,feature_complaint,feature_complaint,0.95,False,False,"Auto-handle: 'feature_complaint' with confidence 0.95, no risk signals."
1514554,I have been waiting over a year now for @115888 to be available in my country.,other,other,other,other,1.0,False,False,"Auto-handle: 'other' with confidence 1.00, no risk signals."
1876007,"Would love to listen, @115888, but you've blocked me on a non-subscription account. https://t.co/qVdqwmFvxt",account_access,other,other,other,0.9,True,False,"Auto-handle: 'other' with confidence 0.90, no risk signals."
2053326,@115888 I don’t think u understand the concept of shuffle. Ur horrible at it,feature_complaint,other,feature_complaint,feature_complaint,0.95,False,False,"Auto-handle: 'feature_complaint' with confidence 0.95, no risk signals."
1365043,@SpotifyCares please help! Just updated to iOS 11 and the widget keeps getting locked from lock screen on song I’m not actually on... https://t.co/W4lDN0tewQ,technical_bug,other,technical_bug,technical_bug,0.95,True,True,Escalate: 'technical_bug' is a sensitive intent (technical bug/account/billing/cancellation).
1974131,"@SpotifyCares Hey, getting the 'Can't play the current song' on desktop Mac (Sierra). Have restarted app and computer but still occurring",technical_bug,other,content_catalog,technical_bug,1.0,True,True,Escalate: 'technical_bug' is a sensitive intent (technical bug/account/billing/cancellation).
2904482,Damn bih i need to figure out how to get related artists on my @125633  TOO many Bay Area artists snappin... https://t.co/39AJv2P9u1,other,other,other,feature_complaint,0.8,False,False,"Auto-handle: 'feature_complaint' with confidence 0.80, no risk signals."
2564266,"@SpotifyCares How do I get a refund, your support site is like a black hole",cancellation_refund,other,cancellation_refund,cancellation_refund,0.95,True,True,Escalate: 'cancellation_refund' is a sensitive intent (technical bug/account/billing/cancellation).
2313924,um so it's been 5ever i need agust d to be available on spotify again @115888 y'all annoying,content_catalog,other,content_catalog,content_catalog,0.95,False,False,"Auto-handle: 'content_catalog' with confidence 0.95, no risk signals."
1002909,@SpotifyCares i sent another dm. dont know what's going on.. cant seem to add a family😖😖😖,billing_subscription,other,other,billing_subscription,0.95,True,True,Escalate: 'billing_subscription' is a sensitive intent (technical bug/account/billing/cancellation).
2633304,@SpotifyCares hey there your premium family invite process is super frustrating. “Please match requested format” comes up. But the email is correct. No indication what is wrong. Help! Thx.,billing_subscription,other,other,billing_subscription,0.95,True,True,Escalate: 'billing_subscription' is a sensitive intent (technical bug/account/billing/cancellation).
1965988,Hey @115888 ! Just because I am in Germany doesnt mean that I understand German. #EnglishPlease,other,other,other,other,0.95,False,False,"Auto-handle: 'other' with confidence 0.95, no risk signals."
231019,@115888 Bring back the original Spotify About page. @SpotifyCares @125633,feature_complaint,other,feature_complaint,feature_complaint,0.95,False,False,"Auto-handle: 'feature_complaint' with confidence 0.95, no risk signals."
560988,"@SpotifyCares hi,  I have retained Spotify voucher but there is no mention of it in my account",billing_subscription,other,account_access,billing_subscription,0.95,True,True,Escalate: 'billing_subscription' is a sensitive intent (technical bug/account/billing/cancellation).
2346349,I️ Work at Starbucks and they said Spotify was free but I️ got a charged on my account @SpotifyCares,billing_subscription,other,billing_subscription,billing_subscription,0.95,True,True,Escalate: 'billing_subscription' is a sensitive intent (technical bug/account/billing/cancellation).
2674452,"Yo @115888, I'm pretty sure you've got some issues with the loudness of the tracks on your service. Songs are drastically quieter and louder, even from the same album.",technical_bug,other,content_catalog,feature_complaint,0.85,True,False,"Auto-handle: 'feature_complaint' with confidence 0.85, no risk signals."
1884005,"@SpotifyCares, i’m still waiting for (new) help. I sended a (few) DM because my problems returned.  🙏🏻",other,other,other,other,0.95,True,False,"Auto-handle: 'other' with confidence 0.95, no risk signals."
2978430,@115888 needs to have an edit username option,feature_complaint,other,other,account_access,0.95,False,True,Escalate: 'account_access' is a sensitive intent (technical bug/account/billing/cancellation).
2914434,For one song 🤦🏻‍♂️ sort it out @115888 @SpotifyCares https://t.co/RnEKMaA0bl,other,other,content_catalog,technical_bug,0.9,False,True,Escalate: 'technical_bug' is a sensitive intent (technical bug/account/billing/cancellation).
1943610,"@117153 Hi, can you link UPPBEAT - Embers (feat. Lawriii Craic &amp; Red The Future) to my Red The Future spotify account?",other,other,other,other,0.95,False,False,"Auto-handle: 'other' with confidence 0.95, no risk signals."
913386,i'm finally able to play frank ocean again after 30 mysterious hours where spotify would not let me! never thought i'd miss him so much,technical_bug,other,other,technical_bug,0.95,False,True,Escalate: 'technical_bug' is a sensitive intent (technical bug/account/billing/cancellation).
906949,please have @248108 albums on @115888,content_catalog,other,content_catalog,content_catalog,0.85,False,False,"Auto-handle: 'content_catalog' with confidence 0.85, no risk signals."
153785,@115888 any chance you can make a standalone podcast app? Or have features like stop playing after X minutes or when the podcast ends?,feature_complaint,other,content_catalog,feature_complaint,0.95,False,False,"Auto-handle: 'feature_complaint' with confidence 0.95, no risk signals."
2175381,"Dear @SpotifyCares, when I'm on repeat-one mode, it's really annoying to have that switched for me if I select a different track.",feature_complaint,other,other,feature_complaint,0.95,False,False,"Auto-handle: 'feature_complaint' with confidence 0.95, no risk signals."
2986421,"@SpotifyCares I was charged the full Spotify premium fee but I was on Spotify student, if I resubscribe will I be refunded the extra cost?",cancellation_refund,other,billing_subscription,cancellation_refund,0.95,True,True,Escalate: 'cancellation_refund' is a sensitive intent (technical bug/account/billing/cancellation).
1104898,#Spotify needs a sleep function! Sick of running my phone flat overnight and sleeping though what should of been my alarm,feature_complaint,other,other,feature_complaint,1.0,False,False,"Auto-handle: 'feature_complaint' with confidence 1.00, no risk signals."
654549,"@SpotifyCares can you reactive my hulu, por favor",billing_subscription,other,other,technical_bug,0.9,True,True,Escalate: 'technical_bug' is a sensitive intent (technical bug/account/billing/cancellation).
2019663,hey @SpotifyCares theres something wrong with my client can you help,technical_bug,other,other,technical_bug,0.95,True,True,Escalate: 'technical_bug' is a sensitive intent (technical bug/account/billing/cancellation).
2338489,@SpotifyCares where is super slimey,content_catalog,other,other,content_catalog,0.95,False,False,"Auto-handle: 'content_catalog' with confidence 0.95, no risk signals."
1151241,"@SpotifyCares I play a song on repeat, and sometimes play a different song on repeat.switching between playlists causes repeat to toggle off",feature_complaint,other,content_catalog,technical_bug,0.85,False,True,Escalate: 'technical_bug' is a sensitive intent (technical bug/account/billing/cancellation).
1115463,Hello @SpotifyCares I forgot to save last weeks  discover weekly playlist and I really liked it. Is there anyway for me to get it back?,other,other,other,other,0.95,False,False,"Auto-handle: 'other' with confidence 0.95, no risk signals."
2615446,The biggest sin @115888 could commit is not making Red Velvet's Perfect Album available in my country.,content_catalog,other,content_catalog,content_catalog,0.95,False,False,"Auto-handle: 'content_catalog' with confidence 0.95, no risk signals."
466044,@SpotifyCares add a alarm clock please,feature_complaint,other,other,feature_complaint,1.0,False,False,"Auto-handle: 'feature_complaint' with confidence 1.00, no risk signals."
1144852,@SpotifyCares I’ve caught this unknown device a few times already. Should I change passwords? @389450 https://t.co/35sMHQxD1e,account_access,other,other,account_access,0.95,True,True,Escalate: 'account_access' is a sensitive intent (technical bug/account/billing/cancellation).
1162369,@SpotifyCares I cannot log into my account. Unfortunately the email address I signed up with is no longer a working email address. How Can I cancel my subscription?,cancellation_refund,other,cancellation_refund,cancellation_refund,0.85,True,True,Escalate: 'cancellation_refund' is a sensitive intent (technical bug/account/billing/cancellation).
2288857,@SpotifyCares I bought into your combo deal with Hulu and now I can’t do anything😡 looks like I should’ve stuck with Netflix and Apple Music,billing_subscription,other,other,technical_bug,0.95,True,True,Escalate: 'technical_bug' is a sensitive intent (technical bug/account/billing/cancellation).
1049982,"Goodbye @115888, cancelling and moving to Apple Music because there is no app for Apple Watch (I need/use for working out) @SpotifyCares",feature_complaint,other,other,feature_complaint,0.95,False,False,"Auto-handle: 'feature_complaint' with confidence 0.95, no risk signals."
1029049,@115888 @2069 When the app will be available to LG SmarTV webOS 3??,feature_complaint,other,other,other,1.0,False,False,"Auto-handle: 'other' with confidence 1.00, no risk signals."
1862816,@SpotifyCares please help me see if my account has made a premium transaction after my 30days trial because I'm sure I did cancel it,billing_subscription,other,cancellation_refund,billing_subscription,0.85,True,True,Escalate: 'billing_subscription' is a sensitive intent (technical bug/account/billing/cancellation).
510478,@115888 would be nice to have playlist specific shuffle settings.,feature_complaint,other,feature_complaint,feature_complaint,1.0,False,False,"Auto-handle: 'feature_complaint' with confidence 1.00, no risk signals."
116649,"@SpotifyCares hi! When I open Spotify, it shows me that I can't use anymore. Help me with that please! 🙌🏼👍🏼👏🏼🙏🏼🤝",account_access,other,other,technical_bug,0.95,True,True,Escalate: 'technical_bug' is a sensitive intent (technical bug/account/billing/cancellation).
89556,"@115888 your latest update 1.0.69.323 is crashing during install, and will no longer let me launch the program. Please help! Music is what I need to keep my sanity ;) I’m using windows 7",technical_bug,other,technical_bug,technical_bug,0.99,True,True,Escalate: 'technical_bug' is a sensitive intent (technical bug/account/billing/cancellation).
560943,"@SpotifyCares I missed student account renewal by one day, charged $10 instead of $5 but still a student. How would I go about getting a refund for the difference?",cancellation_refund,other,billing_subscription,cancellation_refund,0.95,True,True,Escalate: 'cancellation_refund' is a sensitive intent (technical bug/account/billing/cancellation).
21144,@115888 but when will we be able to see how long our play queue is,feature_complaint,other,other,feature_complaint,0.95,False,False,"Auto-handle: 'feature_complaint' with confidence 0.95, no risk signals."
1908670,"@SpotifyCares Im trying to get the student discount, my university is on the list- but Its not recognizing as a student. I’m a freshman! https://t.co/zMpyQ9qjdt",billing_subscription,other,other,billing_subscription,0.95,True,True,Escalate: 'billing_subscription' is a sensitive intent (technical bug/account/billing/cancellation).
2567200,@115888 is there an update to fill the iPhone X screen coming??,feature_complaint,other,other,feature_complaint,0.95,False,False,"Auto-handle: 'feature_complaint' with confidence 0.95, no risk signals."
2380923,"@115888 Hi my name is Diana and I do not have an account with you guys, but I have recently had unauthorized charges on my bank account for Spotify since August 8, 2017 of $9.99. Multiple charges followed of the same amount September &amp; October.",billing_subscription,other,billing_subscription,billing_subscription,0.95,True,True,Escalate: message contains legal/security/risk language.
730431,"@SpotifyCares thank you for been so attentive, please see my DM. Hope you can assist me . https://t.co/ZjLzTmrrKx",other,other,other,other,0.95,True,False,"Auto-handle: 'other' with confidence 0.95, no risk signals."
2744327,Hey @115888 when will you launch Spotify in India?,other,other,other,other,1.0,False,False,"Auto-handle: 'other' with confidence 1.00, no risk signals."
551316,"@SpotifyCares Hey, on the explicit version of FFDP's A Decade of Destruction the track Under and Over It is definitely edited for explicit content. So far that's the only one I've found but I'm still listening to the album.",content_catalog,other,content_catalog,content_catalog,0.95,False,False,"Auto-handle: 'content_catalog' with confidence 0.95, no risk signals."
1916961,"@SpotifyCares I just canceled my premium account because some other person kept pulling up songs on ""web players"" with it.",account_access,other,cancellation_refund,cancellation_refund,0.95,True,True,Escalate: 'cancellation_refund' is a sensitive intent (technical bug/account/billing/cancellation).
106305,@SpotifyCares - can't change my country to the US from the UK - please assist,account_access,other,other,account_access,0.95,True,True,Escalate: 'account_access' is a sensitive intent (technical bug/account/billing/cancellation).
2833787,"@SpotifyCares hi, Spotify premium not working even though I've paid for subscription? https://t.co/ihHh2gMbj8",billing_subscription,other,billing_subscription,billing_subscription,0.95,True,True,Escalate: 'billing_subscription' is a sensitive intent (technical bug/account/billing/cancellation).
1034373,"@115888 fix this, I could buy 10,000 albums to fit in my house, let me do that on a digital device! https://t.co/3qPCm7xGFs",feature_complaint,other,content_catalog,feature_complaint,0.85,False,False,"Auto-handle: 'feature_complaint' with confidence 0.85, no risk signals."
695933,"Hey, @SpotifyCares! Can you check private message when you get time, please? Thank you! :)",other,other,other,other,0.9,True,False,"Auto-handle: 'other' with confidence 0.90, no risk signals."
1884485,"Mereka pake bhs. Inggris, intinya sy mau berhenti langganan, tp gabisa masuk akun.. Udh itu aja gausah dilempar sana sini, klo bisa bantu https://t.co/f3pNLe0xu6",cancellation_refund,other,other,cancellation_refund,0.85,True,True,Escalate: 'cancellation_refund' is a sensitive intent (technical bug/account/billing/cancellation).
1640509,@SpotifyCares  Why can't you view the date when a song or album has come out and just the year on android,feature_complaint,other,content_catalog,feature_complaint,0.95,False,False,"Auto-handle: 'feature_complaint' with confidence 0.95, no risk signals."
79447,@116130  Just noticed all my playlists are gone.  Possibly due to switch to a new phone.  Help please?!,account_access,other,other,account_access,0.8,False,True,Escalate: 'account_access' is a sensitive intent (technical bug/account/billing/cancellation).
149372,@115888 how do you cancel.  Oh Spotify tells you how but doesnt supply an easy way.  #rippedoffbyspotify,cancellation_refund,other,cancellation_refund,cancellation_refund,1.0,False,True,Escalate: 'cancellation_refund' is a sensitive intent (technical bug/account/billing/cancellation).
1496106,spotify keeps logging me off I’m done,technical_bug,other,technical_bug,account_access,0.9,True,True,Escalate: 'account_access' is a sensitive intent (technical bug/account/billing/cancellation).
2028410,@SpotifyCares help! My account was hijacked :(,account_access,other,account_access,account_access,1.0,True,True,Escalate: 'account_access' is a sensitive intent (technical bug/account/billing/cancellation).
2912412,is @117168 down???? like it keeps saying “An error occurred” but it’s connected to the internet?????,technical_bug,other,technical_bug,technical_bug,1.0,True,True,Escalate: 'technical_bug' is a sensitive intent (technical bug/account/billing/cancellation).
2203673,"So, umm, where is Ezra Bell's Farewell Griffin @115888 ???? That album was my crack",content_catalog,other,content_catalog,content_catalog,0.95,False,False,"Auto-handle: 'content_catalog' with confidence 0.95, no risk signals."
2915188,@SpotifyCares on nov 17 they posted on Facebook regarding the release date.  We only had to wait one evening for the release now they are delaying and giving the real date,content_catalog,other,other,other,0.9,False,False,"Auto-handle: 'other' with confidence 0.90, no risk signals."
2523586,@115888 where is the iPhone X Spotify update?,feature_complaint,other,other,feature_complaint,0.85,False,False,"Auto-handle: 'feature_complaint' with confidence 0.85, no risk signals."
1725898,@115888 @SpotifyCares PLEASE PLEASE PLEASE EMAIL ME THE @37032 PRESALE CODE😭😭😭,other,other,other,other,0.95,False,False,"Auto-handle: 'other' with confidence 0.95, no risk signals."
2363308,@SpotifyCares make me a decent playlist plz :(( https://t.co/L6RT9Q7TfM https://t.co/XjzWVDanKh,other,other,other,other,1.0,False,False,"Auto-handle: 'other' with confidence 1.00, no risk signals."
637669,"hey @SpotifyCares, why do I have to restart my Mac just to use my keyboard's skip/play/pause buttons? I'm running the newest version of spotify and my macbook is running High Sierra 10.13.1.",technical_bug,other,technical_bug,technical_bug,0.95,True,True,Escalate: 'technical_bug' is a sensitive intent (technical bug/account/billing/cancellation).
185828,Thank you @115888 for helping me resolve my account issue in a timely manner. Very impressed and satisfied customer.,other,other,other,other,1.0,False,False,"Auto-handle: 'other' with confidence 1.00, no risk signals."
